25;44
25;45
25;46
25;47
25;48
25;49
25;50
25;51
25;52
25;53
25;54
25;55
25;56
25;57
25;58
25;59
25;60
25;61
25;62
25;63
25;64
25;65
25;66
25;67
25;68
25;69
25;70
25;71
25;72
25;73
25;74
25;75
25;76
25;77
25;78
25;79
25;80
25;81
25;82
25;83
25;84
25;85
25;86
25;87
25;88
25;89
25;90
25;91
25;92
25;93
25;94
25;95
25;96
25;97
25;98
25;99
25;100
25;101
25;102
25;103
26;44
26;103
27;44
27;103
28;44
28;93
28;94
28;95
28;96
28;97
28;103
29;44
29;103
30;44
30;103
31;44
31;103
32;44
32;103
33;44
33;103
34;44
34;103
35;44
35;103
36;44
36;103
37;44
37;103
38;44
38;103
39;44
39;103
39;104
39;105
39;106
39;107
39;108
39;109
39;110
39;111
39;112
40;44
40;112
41;44
41;112
42;44
42;112
43;44
43;112
44;44
44;112
45;44
45;112
46;44
46;112
47;44
47;112
48;44
48;112
49;44
49;112
50;44
50;112
51;44
51;112
52;44
52;112
53;44
53;45
53;46
53;47
53;48
53;49
53;50
53;51
53;52
53;53
53;112
54;53
54;112
55;53
55;112
56;53
56;112
57;53
57;112
58;53
58;112
59;44
59;45
59;46
59;47
59;48
59;49
59;50
59;51
59;52
59;53
59;112
60;44
60;112
61;44
61;112
62;44
62;112
63;44
63;112
64;44
64;112
65;44
65;112
66;44
66;112
67;44
67;112
68;44
68;112
69;44
69;112
70;44
70;112
71;44
71;112
72;44
72;112
73;44
73;112
74;44
74;112
75;44
75;45
75;46
75;47
75;48
75;49
75;50
75;51
75;52
75;53
75;54
75;55
75;56
75;57
75;58
75;59
75;60
75;61
75;62
75;63
75;64
75;65
75;66
75;67
75;68
75;69
75;70
75;71
75;72
75;73
75;74
75;75
75;76
75;77
75;78
75;79
75;80
75;81
75;82
75;83
75;84
75;85
75;86
75;87
75;88
75;89
75;90
75;91
75;92
75;93
75;94
75;95
75;96
75;97
75;98
75;99
75;100
75;101
75;102
75;103
75;104
75;105
75;106
75;107
75;108
75;109
75;110
75;111
75;112
